negationHandled,sentiment
maaf bang ferry disitu titik anda tidak paham konsep hudson yang sering di bicarakan mardigu mungkin anda butuh bahasa bayi,Positif
danatara ini bakal di jadikan tempat pencucian uang sama halnya bank syariah,Negatif
kalau berhasil jadi temasek kalau gagal jadi mdb,Netral
pemerintah sedang berjudi kalau berhasil maka menghasilkan keuntungan kalau gagal,Negatif
wajib trending secara tv nasional tidak membahas ini secara detail,Negatif
gakberaninlah yang punya orang partai semua besok iya mentrinya diresufle keluar koalisi lagi kedepanya,Negatif
tolong dibahas mengenai bank emas yang akan di resmikan oleh presiden pak prabowo dong apa urgensi nya harus didirikan bank emas ini,Negatif
sudah tidak bareng closethedoor lagi bang,Netral
iya gitu saja terus pola pemerintah kita kalau bikin program bikin program yang isinya menjanjikan rakyat berpartisipasi aktif terhadap program tersebut setelah beberapa tahun programnya bermasalah setelah diinvestigasi ternyata ada indikasi korupsi secara massal pada penyelenggaraan program tersebut bukannya dievaluasi secara komprehensif pemerintah malah bikin program serupa dengan isinya yang lebih menjanjikan dari program serupa yang dibikin sebelumnya sisanya iya you know the rest of this story inilah lingkaran stan penyelenggaraan pemerintah negara kita,Negatif
rakyat indonesia pengennya dana ribu triliun itu dibagi bagiin ke mereka cash adil dan sama rata,Positif
saya yakin projek bapak prabowo itu ingin yang bagus untuk indonesia saya yang malas adalah oknum korup taik yang ada di indo ini yang males,Negatif
kenapa chanel keren seperti feri irwandi malaka projek guru gembul mardigu cania citta raimond chin dulu selalu pesimis soal masa depan indonesia,Netral
karena sudah sering dikecewakan oleh kebijakan yang dibuat dan orang yang di lingkaran istana adalah orang yang sering mengecewakan rakyatnya sejak bagaimana mau optimis,Negatif
danantara kan buatan pemerintah yakali tidak main politik yahaha,Netral
tidak gitu analoginya bangsalah berat kalau boleh aku buat analogi yaada ibu pertiwipunya beberapa anak selama ini si anak ini untuk membantu keuangan si ibu pertiwi mereka masing secara mandiri melonte keluar ada yang jual diri sama lokal ada juga yang jual diri sama asing nah lonte yang di ewe asing lebih besar penghasilannya daripada yang ngelonte bareng lokal nah danantara ini adalah rumah bordil untuk menatamengaturmelatihmengajarilonte ini dan siap dijual ke pelanggan diluar sana gitu bang,Negatif
dana ajg,Netral
aku sih pribadi masih pesimis dengan bumn yang bukan rahasia umum itu sarangnya para koruptor yang ad di indonesia kalau mereka yang mengelola agak khawatir tetapi semoga di zaman prabowo ini tidak pilih kasih dalam hal hukuman bagi pelanggar hukum satu keinginan kecil pribadi saya koruptor itu harus dihukum mati seperti di china saya sebagai rakyat dan sebagian masyarakat juga nampakny sudah jenuh dengan kepemimpinan yang terkesan memanjakan koruptor,Negatif
btw disini tidak ada buzzer iya dari pihak petahana,Negatif
saya jujur termasuk yang skeptis terhadap mega proyek indonesia seperti danantara ini selama londo ireng masih dikandung oleh bumi pertiwi korupsikorupsi selanjutnya pasti akan terjadi,Negatif
kita yang perlu investor ini mlah mau sokan investasi,Netral
coba kita sederhanakan ibu pertiwi bertanggung jawab kepada dirinya dan anakanaknya presiden bertanggung jawab kepada aset negara dan rakyatnya jadi kalau make analogi bang fery masuk tidak,Negatif
membangun wc,Positif
tergantung siapa orang danantara nanti tetapi pesimis sih pasti banyak tekanan external dr para petinggi negeri,Positif
backsoundnya,Negatif
rugi pun masih boleh ditilep apalagi untung,Negatif
kalau dari dongeng kok keliatannya tidak urgent amat y cuma menuhin ego saja wkwk,Negatif
saya salah satu pegawai di bumn yang mau diakuisisi danantara bang kami agak cemas soal pola remunerasi dan kesejahteraan bakal seperti apa kalau danantara sukses dan ngasih keuntungan besar buat negara lalu pegawai perusahaan dalam grup danantara bakal tetap kebagian insentif atau jangan semua keuntungan usaha diinvestasikan diperes doang dong tenaga kita,Positif
untung pemilahan presiden saya coblos semua kemarensoalnya enggan milih salah soalnya sama semua visinya mereka jadi presiden cuma mau memperkaya diri sendiri dan mepersusah rakyat,Negatif
lom apa sudah pada ketakutankocaakkalo takut untuk memulai sudah mending tidur saja kalian di rumah wkwkw saya yakin danantara akan lebih besar dibanding tematek n mngantarkan pada indonesia emas,Negatif
lah itu pengawasnya orang politik semua bang,Negatif
kasi tau bapak yang doyan nyolot ke rakyat itu,Netral
terima kasih bang,Positif
ini pendapat pribadi iya saya dukung danantara karena saya mau tau kinerja prabowo saya mau tau bagaimana sih seorang prabowo yang kalah nyapres berkali kali akhirnya maju jadi presiden go big or go broke indonesia,Netral
terlalu gambling masalahnya danantara tidak diawasi bpk sama kpk kpk mau awasin perlu persetujuan dpt apalagi yang diinvest ribut dikorup m saja boleh tidak ketahuan,Negatif
ni negara antara butuh batman atau joker saja sekalian gotham country,Positif
bagus fans no malaka dan ferry irwandy hiduprakyat,Positif
danantara bagus tetapi pengawas ny finalis occrp bagaimana mau percaya,Positif
mohon maaf sebelumnya tetapi saya pribadi predik uang t itu akan mengarah ke crypto atau mungkin mata uang project brics,Netral
satir juga,Netral
mau optimis tetapi track record pejabat² kita kebanyakan korupsi tidak semua tetapi banyak tidak terexpose aja‍,Netral
danantara project korupsi next level,Negatif
bang collab sama caveine,Netral
terima kasih banyak bang tidak kebayang bagaimana jadinya internet tanpa kreator edukatif seperti abang,Positif
papa dana ayah tiri,Negatif
mungkin kurang dari tahun salah satu bumn besar kita akan terlikuidasi akibat kegagalan dananantara ini nantinya ini sangat bahaya besar bagi indonesia,Negatif
sialnya terlalu menyederhanakan mengaburkan isi sebenarnya penjelasan Anda membuat saya semakin bingung,Negatif
docuvlog hehe,Netral
ku kira konten teman makan bahasanya sudah ringan ternyata masih ada konten bahasa bayi,Netral
dongengnya sudah selesai iya papa ferry waktunya tiduur,Negatif
danantara sebuah keniscayaan kenapa mimpinya ingin menyaingi temasek sebuah holding milik pemerintah singapura bukannya sekptis cuman yang kita bicarakan itu indonesia yang namanya bumn di indonesia banyak yang salah tata kelola boleh di itung berapa yang untung dan banyak yang buntung kasus boleh korupsi disuntik dana bocos mulu dan lain lain,Negatif
punten jiwasraya numpamg lewat,Netral
ah bangke bagus banget analoginya gile,Positif
benahi dulu tu budaya korupsi setelah itu baru masyarakat bisa merasa aman,Positif
bersiap naikkan sedikit ikat pinggang dan tarik sekencang mungkin kawan,Positif
seluruh harta se nusantara mau dikelola keponakan luhut kalau dia boncos se indonesia boncos semua kira s tidak klean,Negatif
bagus bang masukin btc tuh bisam return per tahun timothy ronald,Positif
seni bercerita,Netral
bener bener bahasa bayi ini tetapi kok aku tidak percaya sama pak dana,Positif
dana csr bi saja di embat angota dpr untuk kepentingan politik bagaimana dengan danantara,Positif
aku lihat ibu pertiwi sedang bersusah hati,Negatif
jenius banget sih prof ferry,Positif
jenius banget sih prof ferry,Positif
ijin bg apakah chanel ini d akusisi smart people jgug padahal dungu mohon konfirnya,Negatif
terimakasih penjelasannya bang ferry,Positif
si pertiwi cuma ngak mau ketangkep lagi keren pake duit yang diputer puter dan rugi d jadilah dia puter otak d disuruhlah si dana d aman donk d ane sih mengendus ini perampokan sistemis d,Negatif
kok dana sejenis pria tidak kompeten yang morotin independen woman,Positif
kerugian itu lumrah waah silakan saja kalau yang diputar itu bukan uang rakyat rakyat masih banyak yang kelaparan sekolah perlu diperbaiki dan distandarkan kurikulum berantakan bagaimana dengan kemandirian pangan energi sumber air hasil tambang apa nunggu profit dulu baru disetor ke sektor tsb sekalipun ada penghematan pejabat masih boleh makan enak sementara rakyat yang seharusnya memperoleh haknya malah terhambat phk bergelimpangan kesempatan kerja rendah penghasilan rendah dengan tuntuta kinerja tinggi ayolah apa sebegitu sulitnya membina kewarasan,Negatif
berdasarkan pengalaman dan mental nasionalis pejabat yang masih bobrok mana mungkin percaya,Positif
dengan ada aturan danantara tidak boleh diaudit sudah ketahuan la akhirnya bagaimana,Positif
danantara t masukin btc scalping di k usd sabi atau hold sampai akhir lihat nangti wkkw,Negatif
kemungkinan besar ada orang punya power kuat bawa duit kabur,Negatif
terlepas dari agenda politik,Netral
bang ferry bahas burhanuddin abdullah dong biar kita tau danantara terpercaya tidak,Positif
bang kok kamu tidak angkat issue soal coretax ada apa nih sudah mulai berat sebelah kah bang atau kamu tidak komentar karena memang gapeduli saja saya sebagai masyarakat yang terdampak keren coretax ngerasa ini perlu kamu suarakan,Netral
lantas apa yang perlu kami rakyat kecil dan awam persiapkan apabila program ini terpaksa berjalan dan gagal kemungkinan apa yang harus kami kritisi dan persiapkan,Negatif
bertele tele,Netral
good job jaga terus amunisi dari luar,Netral
ada yang kurang pertiwi sebelumnya sudah hutangnya menggunung pertiwi belum merasakan uang kiriman dr anaknya karena biaya hidup dan beban hutang pokok dan bunga hutang yang tinggi dan harus dipenuhi,Negatif
anggaran kementerian dikurangi untuk bikin badan baru untuk dikorupsi rame,Negatif
sudah habis akal buat nyari duiit ini pertiwi,Netral
bumn makin jadi sapi perah kalau begini,Negatif
ini masih di bawah manajemen klose de dor iya masih lebih mudah nelaah postingan twiter nya,Positif
tidak nyangka hasilnya boleh sebesar ini di mandalika luar biasa,Positif
pimpinan danantara adalah muliaman hadad koruptor kasus bank centurydasar bego yang pilih,Netral
sangat keren meraih kemenangan besar di λdalikλlangsung berlibur ke luar negeri,Positif
rusak kelam lur,Negatif
negara luar punya lembaga seperti ini karena uangnya lagi sehat kalau di indonesiamalah terkesan egois dan maksa buat suatu hal yang belum pasti keuntungan nya,Positif
percayalah warga idiot wakanda akan tenangtenang saja dengan keadaan darurat begini otak mereka ini tidak mampu unutk mencerna kemana pajak meraka mengalir kemana uang itu digunakan yang mereka tau kerja sampai mati,Positif
lahan basah untuk dikorupsi,Negatif
danantara badan tidak ada guna,Netral
sound like my husband promises,Netral
bg tidak bahas penambahan stafsus iya karena bos nya juga jadi stafsus iya,Netral
ustad sumbangan masyatdapat apa masyarakat dapat apa,Positif
bro kenapa belum tampil di tv seperti talk show atau acara diskusi lainnya apakah tolak atau tidak ada yang menarik hm,Positif
lumbung korupsi baru buat pemerintah,Negatif
jadiin ignasius jonan sebagai ketua danantara maka kita akan boleh tidur nyenyak tetapi ini terlalu berkhayal sih dia tidak mungkin dimasukkan ke pemerintahan lagi keren tidak boleh diajak kompromi,Netral
oh sama satu lagi pertiwi punya kenalan juga buat ngecek kalau dana ini ngelola uangnya bener apa tidak bpk dan kpk tetapi kenalan pertiwi ini tidak boleh ngeliat bagaimana cara dana ngelola uangnya,Positif
dahulu kala ada sebuah negeri yang seperti akan sumber daya alamsebuah dongeng setara dengan atlantis,Negatif
si papa slot dulu tidak sih lc dulu lah traveling dulu ah,Netral
takutnya si “dana” mokndo doang,Netral
kalau bisa ngumpulin t kenapa kalau bayarkan saja dulu utang bumn yang boncos atau kurangin hutang negara biar tidak berat bayarin bunga,Negatif
bahas resuffle dong bang masa baru hari kerja sudah resuffle,Positif
asik ada lahan baru untuk dikorup berusaha positif thinking tetapi sulit,Negatif
gedeg banget sama si dana,Netral
maaf bang logo close the door kemana btw ko sudah gda sih,Netral
oh iya ini bukan chanel bang fery ini malaka konsep yang bagus sudah saya suka gaya kamu bang smart people,Positif
apakah kita boleh percaya saya tidak,Positif
detik ada typo tahun hari kata beliau,Positif
lah bagaima jika bang dana ini tergoda ama aniani di tengah jalan yang boleh mempengaruhi keputusanan yang diambil sehingga merubah tujuan diawal,Netral
kalian semua yang nonton video ini akan menjadi saksi salah satu nexus event dari awal krisis moneter nanti yang berawal dari project ambisius danantara ini kemudian berlanjut ke bubarnya indonesia akibat kalah sama austarlia prediksi ini memang terkesan omong kosong namun jika terjadi kalian akan menangis sambil tertawa saat benarbenar terjadi,Negatif
apakah pertiwi secara sukarela kena jebak marketing mlm dan investor bodong,Netral
danantara apakah boleh menjadi mdb nya malaysia,Negatif
bang kenapa tidak ada yang bahas dan tidak ada yang peka dengan kesenjangan kelas ekonomi di indonesia,Netral
guys mau berapa kali jadi rakyat yang legowo bayangin negara mau muterin duit tetapi manajer investasinya nominator occrp presiden juga bilang ke forum international kalau korupsi negaranya mengkhawatirkan ditambah kemarin koar mau nyapres kebetulan terang benderang ini arah danantara,Negatif
tidak boleh diawasi kpk ama bpk lagi mau diawasi harus izin sama dpt segala,Negatif
bang cukur dikit napa tidak gatel apa tu rambut berantakan gitu,Negatif
bancakan mas brow mantap,Positif
x bangx,Netral
kamu tidak percaya sama proyek ini negara ini belum boleh dipercaya orangnya,Positif
akad nikah pertiwi sama dana nya jangan pake kitab suci bang pake peti mati kain kafan jadi kalau mnyimpang langsung dibuat meninggoi,Positif
takutnya dana ini temennya moelyono and the geng,Negatif
mau nanya kalau danantara ini bentuk investasi nya apa iya apakah invest ke negara nagara lain atau seperti ke saham gitu atau indeks,Netral
jangan sampai terjadi sama seperti mdb malaysia,Negatif
al in bitcoin,Netral
pergi ke kota gotham,Negatif
yang harus di pangkas itu diatas atas satu satunya kalangan yang sejajhtera dan makmur cuma para pejabat korup dan kalanganya rakyat jelata di pecut terus,Netral
takutnya papa dana ini agen yang akan membantu tuan singapura menguasai rumah bu pertiwi beserta seluruh isinya dan asetnya,Netral
semakin dewasa semakin tidak percaya nya terhadap semua kebijakan yang negara buat duit t kamu duit bancakan yakin gwa,Positif
duit buat korban meninggal bencana alam saja ditilep apalagi duitnya orang yang masih hidup,Negatif
nanya pak itu nanti investasi danantaranya harus ke dalam negeri lagi atau bebas saja seperti investasi rakyat biasa saya nangkepnya sih danantara itu manager investasi seperti reksadana nya negara iya nanti kalau untung bagi hasil sama negara jadi negara punya passive income diluar pajak apakah pernyataan saya benar sama satu lagi kan biasanya dari bumn deviden langsung ke negara nah kalau ngasih ke papa dana itu atau bagi dua sama mama pertiwi,Positif
